SKU,Categoria,Subcategoria,Nombre Producto,Descripcion Corta,Descripcion Larga,Unidad Medida,Presentacion Comercial,Tipo
ELEC-0556,Material electrico,Tableros,Centro carga 30 polos,Tablero 30 circuitos,"Tablero 30 circuitos. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
ELEC-0557,Material electrico,Interruptores,Termomagnetico 1x15A,Pastilla 1 polo 15A,"Pastilla 1 polo 15A. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
ELEC-0558,Material electrico,Interruptores,Termomagnetico 1x20A,Pastilla 1 polo 20A,"Pastilla 1 polo 20A. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
ELEC-0559,Material electrico,Interruptores,Termomagnetico 1x30A,Pastilla 1 polo 30A,"Pastilla 1 polo 30A. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
ELEC-0560,Material electrico,Interruptores,Termomagnetico 2x30A,Pastilla 2 polos 30A,"Pastilla 2 polos 30A. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
ELEC-0561,Material electrico,Interruptores,Termomagnetico 2x50A,Pastilla 2 polos 50A,"Pastilla 2 polos 50A. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
ELEC-0562,Material electrico,Interruptores,Termomagnetico 2x70A,Pastilla 2 polos 70A,"Pastilla 2 polos 70A. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
ELEC-0563,Material electrico,Interruptores,Termomagnetico 3x30A,Pastilla 3 polos 30A,"Pastilla 3 polos 30A. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
ELEC-0564,Material electrico,Interruptores,Termomagnetico 3x50A,Pastilla 3 polos 50A,"Pastilla 3 polos 50A. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
ELEC-0565,Material electrico,Interruptores,Termomagnetico 3x60A,Pastilla 3 polos 60A,"Pastilla 3 polos 60A. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
ELEC-0566,Material electrico,Interruptores,Termomagnetico 3x100A,Pastilla 3 polos 100A,"Pastilla 3 polos 100A. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
ELEC-0567,Material electrico,Interruptores,Seguridad 2x30A,Cuchilla desconexion,"Cuchilla desconexion. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
ELEC-0568,Material electrico,Interruptores,Seguridad 3x60A,Cuchilla trifasica,"Cuchilla trifasica. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
ELEC-0569,Material electrico,Interruptores,Seguridad 3x100A,Cuchilla 100A,"Cuchilla 100A. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
ELEC-0570,Material electrico,Iluminacion,Lampara LED 18W tubo,Luminaria LED 18W,"Luminaria LED 18W. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
ELEC-0571,Material electrico,Iluminacion,Lampara LED 36W tubo,Luminaria LED 36W,"Luminaria LED 36W. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
ELEC-0572,Material electrico,Iluminacion,Reflector LED 50W exterior,Iluminacion 50W,"Iluminacion 50W. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
ELEC-0573,Material electrico,Iluminacion,Reflector LED 100W exterior,Iluminacion 100W,"Iluminacion 100W. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
ELEC-0574,Material electrico,Iluminacion,Reflector LED 150W exterior,Iluminacion 150W,"Iluminacion 150W. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
ELEC-0575,Material electrico,Iluminacion,Reflector LED 200W exterior,Iluminacion 200W,"Iluminacion 200W. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
ELEC-0576,Material electrico,Iluminacion,Reflector LED 300W exterior,Iluminacion 300W,"Iluminacion 300W. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
ELEC-0577,Material electrico,Iluminacion,Luminaria vial LED 100W,Alumbrado publico 100W,"Alumbrado publico 100W. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
ELEC-0578,Material electrico,Iluminacion,Luminaria vial LED 150W,Alumbrado publico 150W,"Alumbrado publico 150W. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
ELEC-0579,Material electrico,Iluminacion,Luminaria vial LED 200W,Alumbrado publico 200W,"Alumbrado publico 200W. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
ELEC-0580,Material electrico,Iluminacion,Poste metalico 6m,Poste alumbrado 6m,"Poste alumbrado 6m. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
ELEC-0581,Material electrico,Iluminacion,Poste metalico 9m,Poste alumbrado 9m,"Poste alumbrado 9m. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
ELEC-0582,Material electrico,Iluminacion,Poste metalico 12m,Poste alumbrado 12m,"Poste alumbrado 12m. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
ELEC-0583,Material electrico,Iluminacion,Brazo luminaria 1.5m,Mensula lampara,"Mensula lampara. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
ELEC-0584,Material electrico,Iluminacion,Fotocelda luminaria,Sensor dia/noche,"Sensor dia/noche. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
ELEC-0585,Material electrico,Accesorios,Apagador sencillo,Control iluminacion,"Control iluminacion. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
ELEC-0586,Material electrico,Accesorios,Apagador tres vias,Control 2 puntos,"Control 2 puntos. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
ELEC-0587,Material electrico,Accesorios,Contacto duplex,Toma corriente,"Toma corriente. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
ELEC-0588,Material electrico,Accesorios,Contacto GFCI,Areas humedas,"Areas humedas. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
ELEC-0589,Material electrico,Accesorios,Cinta aislante negra,Empalmes,"Empalmes. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Rollo,PRODUCTO
ELEC-0590,Material electrico,Accesorios,Varilla cooperweld 5/8x3m,Tierra,"Tierra. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
ELEC-0591,Material electrico,Accesorios,Conector varilla tierra,Conexion,"Conexion. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
FERR-0592,Ferreteria y fijacion,Tornillos,Tornillo madera 2in,Cabeza plana 2in,"Cabeza plana 2in. Para construccion de obra civil, terracerias y pavimentos en Mexico.",CAJA_100,Caja 100 pzas,PRODUCTO
FERR-0593,Ferreteria y fijacion,Tornillos,Tornillo madera 2.5in,Cabeza plana 2.5in,"Cabeza plana 2.5in. Para construccion de obra civil, terracerias y pavimentos en Mexico.",CAJA_100,Caja 100 pzas,PRODUCTO
FERR-0594,Ferreteria y fijacion,Tornillos,Tornillo madera 3in,Cabeza plana 3in,"Cabeza plana 3in. Para construccion de obra civil, terracerias y pavimentos en Mexico.",CAJA_100,Caja 100 pzas,PRODUCTO
FERR-0595,Ferreteria y fijacion,Tornillos,Tornillo madera 4in,Cabeza plana 4in,"Cabeza plana 4in. Para construccion de obra civil, terracerias y pavimentos en Mexico.",CAJA_100,Caja 100 pzas,PRODUCTO
FERR-0596,Ferreteria y fijacion,Tornillos,Pija 10x1 hexagonal,Autorroscante corta,"Autorroscante corta. Para construccion de obra civil, terracerias y pavimentos en Mexico.",CAJA_100,Caja 100 pzas,PRODUCTO
FERR-0597,Ferreteria y fijacion,Tornillos,Pija 10x2 hexagonal,Autorroscante media,"Autorroscante media. Para construccion de obra civil, terracerias y pavimentos en Mexico.",CAJA_100,Caja 100 pzas,PRODUCTO
FERR-0598,Ferreteria y fijacion,Tornillos,Pija 12x2 1/2 hexagonal,Autorroscante larga,"Autorroscante larga. Para construccion de obra civil, terracerias y pavimentos en Mexico.",CAJA_100,Caja 100 pzas,PRODUCTO
FERR-0599,Ferreteria y fijacion,Tornillos,Pija 14x3 hexagonal,Autorroscante extra larga,"Autorroscante extra larga. Para construccion de obra civil, terracerias y pavimentos en Mexico.",CAJA_100,Caja 100 pzas,PRODUCTO
FERR-0600,Ferreteria y fijacion,Tornillos,Tornillo galvanizado 1/4x1,Hexagonal galv,"Hexagonal galv. Para construccion de obra civil, terracerias y pavimentos en Mexico.",CAJA_100,Caja 100 pzas,PRODUCTO
FERR-0601,Ferreteria y fijacion,Tornillos,Tornillo galvanizado 5/16x1 1/2,Hexagonal galv,"Hexagonal galv. Para construccion de obra civil, terracerias y pavimentos en Mexico.",CAJA_100,Caja 100 pzas,PRODUCTO
FERR-0602,Ferreteria y fijacion,Tornillos,Tornillo galvanizado 3/8x2,Hexagonal galv,"Hexagonal galv. Para construccion de obra civil, terracerias y pavimentos en Mexico.",CAJA_100,Caja 100 pzas,PRODUCTO
FERR-0603,Ferreteria y fijacion,Clavos,Clavo comun 1.5in,Clavo madera 1.5in,"Clavo madera 1.5in. Para construccion de obra civil, terracerias y pavimentos en Mexico.",KILOGRAMO,Kg,PRODUCTO
FERR-0604,Ferreteria y fijacion,Clavos,Clavo comun 2in,Clavo madera 2in,"Clavo madera 2in. Para construccion de obra civil, terracerias y pavimentos en Mexico.",KILOGRAMO,Kg,PRODUCTO
FERR-0605,Ferreteria y fijacion,Clavos,Clavo comun 2.5in,Clavo madera 2.5in,"Clavo madera 2.5in. Para construccion de obra civil, terracerias y pavimentos en Mexico.",KILOGRAMO,Kg,PRODUCTO
FERR-0606,Ferreteria y fijacion,Clavos,Clavo comun 3in,Clavo madera 3in,"Clavo madera 3in. Para construccion de obra civil, terracerias y pavimentos en Mexico.",KILOGRAMO,Kg,PRODUCTO
FERR-0607,Ferreteria y fijacion,Clavos,Clavo comun 4in,Clavo madera 4in,"Clavo madera 4in. Para construccion de obra civil, terracerias y pavimentos en Mexico.",KILOGRAMO,Kg,PRODUCTO
FERR-0608,Ferreteria y fijacion,Clavos,Clavo acero 1in,Concreto 1in,"Concreto 1in. Para construccion de obra civil, terracerias y pavimentos en Mexico.",CAJA_100,Caja 100 pzas,PRODUCTO
FERR-0609,Ferreteria y fijacion,Clavos,Clavo acero 1.5in,Concreto 1.5in,"Concreto 1.5in. Para construccion de obra civil, terracerias y pavimentos en Mexico.",CAJA_100,Caja 100 pzas,PRODUCTO
FERR-0610,Ferreteria y fijacion,Clavos,Clavo acero 2in,Concreto 2in,"Concreto 2in. Para construccion de obra civil, terracerias y pavimentos en Mexico.",CAJA_100,Caja 100 pzas,PRODUCTO
FERR-0611,Ferreteria y fijacion,Taquetes,Taquete plastico 1/4,Expansor 1/4in,"Expansor 1/4in. Para construccion de obra civil, terracerias y pavimentos en Mexico.",BOLSA_100,Bolsa 100 pzas,PRODUCTO
FERR-0612,Ferreteria y fijacion,Taquetes,Taquete plastico 5/16,Expansor 5/16in,"Expansor 5/16in. Para construccion de obra civil, terracerias y pavimentos en Mexico.",BOLSA_100,Bolsa 100 pzas,PRODUCTO
FERR-0613,Ferreteria y fijacion,Taquetes,Taquete plastico 3/8,Expansor 3/8in,"Expansor 3/8in. Para construccion de obra civil, terracerias y pavimentos en Mexico.",BOLSA_100,Bolsa 100 pzas,PRODUCTO
FERR-0614,Ferreteria y fijacion,Taquetes,Taquete plastico 1/2,Expansor 1/2in,"Expansor 1/2in. Para construccion de obra civil, terracerias y pavimentos en Mexico.",BOLSA_100,Bolsa 100 pzas,PRODUCTO
FERR-0615,Ferreteria y fijacion,Taquetes,Taquete plomo 3/8,Metalico 3/8in,"Metalico 3/8in. Para construccion de obra civil, terracerias y pavimentos en Mexico.",BOLSA_50,Bolsa 50 pzas,PRODUCTO
FERR-0616,Ferreteria y fijacion,Taquetes,Taquete plomo 1/2,Metalico 1/2in,"Metalico 1/2in. Para construccion de obra civil, terracerias y pavimentos en Mexico.",BOLSA_50,Bolsa 50 pzas,PRODUCTO
FERR-0617,Ferreteria y fijacion,Anclas quimicas,Ancla epoxica 300ml,Resina anclaje,"Resina anclaje. Para construccion de obra civil, terracerias y pavimentos en Mexico.",CARTUCHO,Cartucho,PRODUCTO
FERR-0618,Ferreteria y fijacion,Anclas quimicas,Ancla vinilester 380ml,Alta resistencia,"Alta resistencia. Para construccion de obra civil, terracerias y pavimentos en Mexico.",CARTUCHO,Cartucho,PRODUCTO
FERR-0619,Ferreteria y fijacion,Anclas quimicas,Varilla roscada 1/2x12,Ancla quimica 1/2in,"Ancla quimica 1/2in. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
FERR-0620,Ferreteria y fijacion,Anclas quimicas,Varilla roscada 5/8x18,Ancla quimica 5/8in,"Ancla quimica 5/8in. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
FERR-0621,Ferreteria y fijacion,Anclas quimicas,Varilla roscada 3/4x24,Ancla quimica 3/4in,"Ancla quimica 3/4in. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
FERR-0622,Ferreteria y fijacion,Discos,Disco corte metal 4 1/2in,Esmeril 4 1/2in,"Esmeril 4 1/2in. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
FERR-0623,Ferreteria y fijacion,Discos,Disco desbaste metal 4 1/2in,Desbaste 4 1/2in,"Desbaste 4 1/2in. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
FERR-0624,Ferreteria y fijacion,Discos,Disco corte metal 7in,Esmeril 7in,"Esmeril 7in. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
FERR-0625,Ferreteria y fijacion,Discos,Disco desbaste metal 7in,Desbaste 7in,"Desbaste 7in. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
FERR-0626,Ferreteria y fijacion,Discos,Disco corte metal 9in,Esmeril 9in,"Esmeril 9in. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
FERR-0627,Ferreteria y fijacion,Discos,Disco desbaste metal 9in,Desbaste 9in,"Desbaste 9in. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
FERR-0628,Ferreteria y fijacion,Discos,Disco corte metal 14in,Tronzadora,"Tronzadora. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
FERR-0629,Ferreteria y fijacion,Discos,Disco diamante 4 1/2in concreto,Corte concreto,"Corte concreto. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
FERR-0630,Ferreteria y fijacion,Discos,Disco diamante 7in concreto,Corte profundo,"Corte profundo. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
FERR-0631,Ferreteria y fijacion,Discos,Disco diamante 14in concreto,Cortadora piso,"Cortadora piso. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
FERR-0632,Ferreteria y fijacion,Brocas,Broca concreto 1/4,Carburo 1/4in,"Carburo 1/4in. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
FERR-0633,Ferreteria y fijacion,Brocas,Broca concreto 5/16,Carburo 5/16in,"Carburo 5/16in. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
FERR-0634,Ferreteria y fijacion,Brocas,Broca concreto 3/8,Carburo 3/8in,"Carburo 3/8in. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
FERR-0635,Ferreteria y fijacion,Brocas,Broca concreto 1/2,Carburo 1/2in,"Carburo 1/2in. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
FERR-0636,Ferreteria y fijacion,Brocas,Broca concreto 5/8,Carburo 5/8in,"Carburo 5/8in. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
FERR-0637,Ferreteria y fijacion,Brocas,Broca SDS plus 1/2x12,Rotomartillo profunda,"Rotomartillo profunda. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
FERR-0638,Ferreteria y fijacion,Brocas,Broca SDS plus 5/8x12,SDS grande,"SDS grande. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
FERR-0639,Ferreteria y fijacion,Brocas,Broca metal 1/4,HSS 1/4in,"HSS 1/4in. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
FERR-0640,Ferreteria y fijacion,Brocas,Broca metal 3/8,HSS 3/8in,"HSS 3/8in. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
FERR-0641,Ferreteria y fijacion,Brocas,Broca metal 1/2,HSS 1/2in,"HSS 1/2in. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
FERR-0642,Ferreteria y fijacion,Soldadura,Soldadura 6013 3/32,Electrodo general fino,"Electrodo general fino. Para construccion de obra civil, terracerias y pavimentos en Mexico.",KILOGRAMO,Kg,PRODUCTO
FERR-0643,Ferreteria y fijacion,Soldadura,Soldadura 6013 1/8,Electrodo general,"Electrodo general. Para construccion de obra civil, terracerias y pavimentos en Mexico.",KILOGRAMO,Kg,PRODUCTO
FERR-0644,Ferreteria y fijacion,Soldadura,Soldadura 6011 3/32,Electrodo penetracion fino,"Electrodo penetracion fino. Para construccion de obra civil, terracerias y pavimentos en Mexico.",KILOGRAMO,Kg,PRODUCTO
FERR-0645,Ferreteria y fijacion,Soldadura,Soldadura 6011 1/8,Electrodo penetracion,"Electrodo penetracion. Para construccion de obra civil, terracerias y pavimentos en Mexico.",KILOGRAMO,Kg,PRODUCTO
FERR-0646,Ferreteria y fijacion,Soldadura,Soldadura 7018 3/32,Electrodo bajo H fino,"Electrodo bajo H fino. Para construccion de obra civil, terracerias y pavimentos en Mexico.",KILOGRAMO,Kg,PRODUCTO
FERR-0647,Ferreteria y fijacion,Soldadura,Soldadura 7018 1/8,Electrodo bajo H,"Electrodo bajo H. Para construccion de obra civil, terracerias y pavimentos en Mexico.",KILOGRAMO,Kg,PRODUCTO
FERR-0648,Ferreteria y fijacion,Soldadura,Soldadura 7024 1/8,Electrodo alto deposito,"Electrodo alto deposito. Para construccion de obra civil, terracerias y pavimentos en Mexico.",KILOGRAMO,Kg,PRODUCTO
FERR-0649,Ferreteria y fijacion,Soldadura,Alambre MIG 0.8mm rollo 15kg,ER70S-6 semiautomatica,"ER70S-6 semiautomatica. Para construccion de obra civil, terracerias y pavimentos en Mexico.",ROLLO_15KG,Rollo 15 kg,PRODUCTO
FERR-0650,Ferreteria y fijacion,Soldadura,Alambre MIG 1.0mm rollo 15kg,ER70S-6 mayor deposicion,"ER70S-6 mayor deposicion. Para construccion de obra civil, terracerias y pavimentos en Mexico.",ROLLO_15KG,Rollo 15 kg,PRODUCTO
FERR-0651,Ferreteria y fijacion,Soldadura,Gas CO2 tanque 25kg,Proceso MIG/MAG,"Proceso MIG/MAG. Para construccion de obra civil, terracerias y pavimentos en Mexico.",TANQUE,Tanque 25 kg,PRODUCTO
FERR-0652,Ferreteria y fijacion,Soldadura,Gas argon tanque 10m3,Proceso TIG,"Proceso TIG. Para construccion de obra civil, terracerias y pavimentos en Mexico.",TANQUE,Tanque 10 m3,PRODUCTO
FERR-0653,Ferreteria y fijacion,Sierras,Segueta metal 12in 18D,Arco metal fina,"Arco metal fina. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
FERR-0654,Ferreteria y fijacion,Sierras,Segueta metal 12in 24D,Arco muy fina,"Arco muy fina. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
FERR-0655,Ferreteria y fijacion,Sierras,Sierra circular 7 1/4 madera,Disco madera,"Disco madera. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
FERR-0656,Ferreteria y fijacion,Sierras,Sierra circular carburo 40D,Con clavos,"Con clavos. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
FERR-0657,Ferreteria y fijacion,Sierras,Lima plana 10in,Desbaste metal,"Desbaste metal. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
FERR-0658,Ferreteria y fijacion,Sierras,Lima media caña 8in,Forma curva,"Forma curva. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
FERR-0659,Ferreteria y fijacion,Cadenas,Cadena galvanizada 3/16 G30,Amarre 3/16in,"Amarre 3/16in. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_LINEAL,Metro,PRODUCTO
FERR-0660,Ferreteria y fijacion,Cadenas,Cadena galvanizada 1/4 G30,Amarre 1/4in,"Amarre 1/4in. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_LINEAL,Metro,PRODUCTO
